timestamp,date,day_of_year,hour_of_day,month,season,outdoor_temperature_c,solar_irradiance_w_m2,wind_speed_m_s,relative_humidity_percent,cloud_factor,heating_degree_signal,pv_generation_factor
"2024-08-12 09:00:00",2024-08-12,225,9,8,summer,11.535,189.83,5.188,79.14,0.7352,6.465,0.18983
"2024-08-12 10:00:00",2024-08-12,225,10,8,summer,15.11,211.667,3.179,65.04,0.7993,2.89,0.211667
"2024-08-12 11:00:00",2024-08-12,225,11,8,summer,13.409,226.693,2.645,70.07,0.8245,4.591,0.226693
"2024-08-12 12:00:00",2024-08-12,225,12,8,summer,14.849,288.245,4.132,57.72,0.5921,3.151,0.288245
"2024-08-12 13:00:00",2024-08-12,225,13,8,summer,13.576,313.955,6.109,65.06,0.442,4.424,0.313955
"2024-08-12 14:00:00",2024-08-12,225,14,8,summer,16.459,190.53,5.439,57.6,0.901,1.541,0.19053
"2024-08-12 15:00:00",2024-08-12,225,15,8,summer,13.283,198.202,2.877,73.07,0.6874,4.717,0.198202
"2024-08-12 16:00:00",2024-08-12,225,16,8,summer,14.966,117.195,3.452,51.39,0.937,3.034,0.117195
"2024-08-12 17:00:00",2024-08-12,225,17,8,summer,19.167,94.369,4.565,60.29,0.6913,0,0.094369
"2024-08-12 18:00:00",2024-08-12,225,18,8,summer,16.868,30.438,6.109,43.63,0.8329,1.132,0.030438
"2024-08-12 19:00:00",2024-08-12,225,19,8,summer,20.311,0,4.401,56.57,0.8876,0,0
"2024-08-12 20:00:00",2024-08-12,225,20,8,summer,18.904,0,4.208,59.31,0.6923,0,0
"2024-08-12 21:00:00",2024-08-12,225,21,8,summer,18.873,0,5.779,40.77,0.6879,0,0
"2024-08-12 22:00:00",2024-08-12,225,22,8,summer,21.219,0,3.661,41.15,0.7822,0,0
"2024-08-12 23:00:00",2024-08-12,225,23,8,summer,17.023,0,5.125,56.53,0.9638,0.977,0
"2024-08-13 00:00:00",2024-08-13,226,0,8,summer,16.326,0,2.943,61.78,0.6064,1.674,0
"2024-08-13 01:00:00",2024-08-13,226,1,8,summer,17.518,0,4.68,60.42,0.2321,0.482,0
"2024-08-13 02:00:00",2024-08-13,226,2,8,summer,14.605,0,5.713,67.82,0.6624,3.395,0
"2024-08-13 03:00:00",2024-08-13,226,3,8,summer,15.119,0,3.944,42.72,0.7234,2.881,0
"2024-08-13 04:00:00",2024-08-13,226,4,8,summer,14.807,0,5.558,51.53,0.3599,3.193,0
"2024-08-13 05:00:00",2024-08-13,226,5,8,summer,13.091,0,3.272,65.33,0.5434,4.909,0
"2024-08-13 06:00:00",2024-08-13,226,6,8,summer,11.41,47.02,3.507,62.19,0.3223,6.59,0.04702
"2024-08-13 07:00:00",2024-08-13,226,7,8,summer,14.126,102.658,4.305,59.72,0.6129,3.874,0.102658
"2024-08-13 08:00:00",2024-08-13,226,8,8,summer,11.744,149.029,6.183,59.08,0.7163,6.256,0.149029
"2024-08-13 09:00:00",2024-08-13,226,9,8,summer,11.583,258.497,5.912,67.13,0.3681,6.417,0.258497
"2024-08-13 10:00:00",2024-08-13,226,10,8,summer,12.969,280.658,4.167,63.36,0.4897,5.031,0.280658
"2024-08-13 11:00:00",2024-08-13,226,11,8,summer,14.591,329.177,4.565,86.42,0.3993,3.409,0.329177
"2024-08-13 12:00:00",2024-08-13,226,12,8,summer,12.02,339.054,4.905,73.75,0.4,5.98,0.339054
"2024-08-13 13:00:00",2024-08-13,226,13,8,summer,13.735,354.309,4.996,52.28,0.291,4.265,0.354309
"2024-08-13 14:00:00",2024-08-13,226,14,8,summer,15.153,325.021,1.975,59.11,0.2797,2.847,0.325021
"2024-08-13 15:00:00",2024-08-13,226,15,8,summer,15.346,200.097,3.091,60.98,0.6957,2.654,0.200097
"2024-08-13 16:00:00",2024-08-13,226,16,8,summer,17.053,164.726,5.817,58.91,0.6003,0.947,0.164726
"2024-08-13 17:00:00",2024-08-13,226,17,8,summer,16.433,97.43,5.28,58.11,0.6743,1.567,0.09743
"2024-08-13 18:00:00",2024-08-13,226,18,8,summer,16.98,48.155,3.53,55.21,0.2862,1.02,0.048155
"2024-08-13 19:00:00",2024-08-13,226,19,8,summer,18.408,0,5.635,51.07,0.3655,0,0
"2024-08-13 20:00:00",2024-08-13,226,20,8,summer,17.549,0,5.353,50.57,0.5443,0.451,0
"2024-08-13 21:00:00",2024-08-13,226,21,8,summer,21.119,0,2.993,39.91,0.6601,0,0
"2024-08-13 22:00:00",2024-08-13,226,22,8,summer,16.276,0,6.112,56.67,0.7012,1.724,0
"2024-08-13 23:00:00",2024-08-13,226,23,8,summer,16.6,0,4.607,62.49,0.2521,1.4,0
"2024-08-14 00:00:00",2024-08-14,227,0,8,summer,18.149,0,4.354,70.58,0.3531,0,0
"2024-08-14 01:00:00",2024-08-14,227,1,8,summer,14.431,0,3.951,76.26,0.5314,3.569,0
"2024-08-14 02:00:00",2024-08-14,227,2,8,summer,16.71,0,4.308,66.5,0.4894,1.29,0
"2024-08-14 03:00:00",2024-08-14,227,3,8,summer,13.652,0,4.072,71.12,0.6238,4.348,0
"2024-08-14 04:00:00",2024-08-14,227,4,8,summer,13.247,0,4.246,64.75,0.3797,4.753,0
"2024-08-14 05:00:00",2024-08-14,227,5,8,summer,12.198,0,3.757,67.48,0.6786,5.802,0
"2024-08-14 06:00:00",2024-08-14,227,6,8,summer,11.788,34.25,5.693,63.52,0.7469,6.212,0.03425
"2024-08-14 07:00:00",2024-08-14,227,7,8,summer,12.943,102.34,4.63,59.16,0.6364,5.057,0.10234
"2024-08-14 08:00:00",2024-08-14,227,8,8,summer,11.141,213.207,2.75,58.64,0.2676,6.859,0.213207
"2024-08-14 09:00:00",2024-08-14,227,9,8,summer,12.21,268.187,4.779,60.51,0.3382,5.79,0.268187
"2024-08-14 10:00:00",2024-08-14,227,10,8,summer,12.673,313.67,2.311,55.32,0.3576,5.327,0.31367
"2024-08-14 11:00:00",2024-08-14,227,11,8,summer,11.671,257.193,2.323,73.7,0.7276,6.329,0.257193
"2024-08-14 12:00:00",2024-08-14,227,12,8,summer,14.443,377.041,4.324,64.66,0.2668,3.557,0.377041
"2024-08-14 13:00:00",2024-08-14,227,13,8,summer,14.132,348.214,5.072,73.53,0.3417,3.868,0.348214
"2024-08-14 14:00:00",2024-08-14,227,14,8,summer,13.755,235.593,3.409,55.35,0.7212,4.245,0.235593
"2024-08-14 15:00:00",2024-08-14,227,15,8,summer,15.685,268.473,7.129,58.71,0.3367,2.315,0.268473
"2024-08-14 16:00:00",2024-08-14,227,16,8,summer,13.875,164.938,3.982,69.05,0.6186,4.125,0.164938
"2024-08-14 17:00:00",2024-08-14,227,17,8,summer,16.701,116.417,4.759,68.33,0.4738,1.299,0.116417
"2024-08-14 18:00:00",2024-08-14,227,18,8,summer,20.329,42.146,2.078,51.74,0.4999,0,0.042146
"2024-08-14 19:00:00",2024-08-14,227,19,8,summer,18.332,0,4.534,42.33,0.7106,0,0
"2024-08-14 20:00:00",2024-08-14,227,20,8,summer,19.165,0,5.596,40.18,0.7383,0,0
"2024-08-14 21:00:00",2024-08-14,227,21,8,summer,17.679,0,4.512,45.48,0.6953,0.321,0
"2024-08-14 22:00:00",2024-08-14,227,22,8,summer,18.076,0,5.677,38.11,0.6226,0,0
"2024-08-14 23:00:00",2024-08-14,227,23,8,summer,18.588,0,4.044,48.17,0.6723,0,0
"2024-08-15 00:00:00",2024-08-15,228,0,8,summer,15.697,0,4.44,69.7,0.2541,2.303,0
"2024-08-15 01:00:00",2024-08-15,228,1,8,summer,15.171,0,5.162,62.68,0.4178,2.829,0
"2024-08-15 02:00:00",2024-08-15,228,2,8,summer,13.841,0,5.223,66.62,0.4631,4.159,0
"2024-08-15 03:00:00",2024-08-15,228,3,8,summer,14.703,0,3.402,66.11,0.7021,3.297,0
"2024-08-15 04:00:00",2024-08-15,228,4,8,summer,15.006,0,6.234,58.21,0.2502,2.994,0
"2024-08-15 05:00:00",2024-08-15,228,5,8,summer,12.496,0,6.207,63.85,0.2436,5.504,0
"2024-08-15 06:00:00",2024-08-15,228,6,8,summer,10.471,42.142,3.704,73.58,0.5218,7.529,0.042142
"2024-08-15 07:00:00",2024-08-15,228,7,8,summer,12.683,96.961,3.75,64.76,0.7165,5.317,0.096961
"2024-08-15 08:00:00",2024-08-15,228,8,8,summer,11.743,158.202,3.901,67.44,0.686,6.257,0.158202
"2024-08-15 09:00:00",2024-08-15,228,9,8,summer,13.291,281.79,2.874,66.25,0.288,4.709,0.28179
"2024-08-15 10:00:00",2024-08-15,228,10,8,summer,14.54,328.634,5.048,64.97,0.3123,3.46,0.328634
"2024-08-15 11:00:00",2024-08-15,228,11,8,summer,13.707,314.504,3.244,72.06,0.5059,4.293,0.314504
"2024-08-15 12:00:00",2024-08-15,228,12,8,summer,10.83,372.586,2.796,73.89,0.3095,7.17,0.372586
"2024-08-15 13:00:00",2024-08-15,228,13,8,summer,14.36,309.657,3.366,69.39,0.5261,3.64,0.309657
"2024-08-15 14:00:00",2024-08-15,228,14,8,summer,15.846,344.224,3.747,53.44,0.2408,2.154,0.344224
"2024-08-15 15:00:00",2024-08-15,228,15,8,summer,16.22,248.838,3.315,61.26,0.4669,1.78,0.248838
"2024-08-15 16:00:00",2024-08-15,228,16,8,summer,16.025,219.25,5.018,54.89,0.2491,1.975,0.21925
"2024-08-15 17:00:00",2024-08-15,228,17,8,summer,16.703,122.747,4.283,56.04,0.4235,1.297,0.122747
"2024-08-15 18:00:00",2024-08-15,228,18,8,summer,17.318,37.934,5.474,58.5,0.6512,0.682,0.037934
"2024-08-15 19:00:00",2024-08-15,228,19,8,summer,18.246,0,4.836,40.43,0.2591,0,0
"2024-08-15 20:00:00",2024-08-15,228,20,8,summer,16.971,0,5.213,63.95,0.3825,1.029,0
"2024-08-15 21:00:00",2024-08-15,228,21,8,summer,17.732,0,4.536,53.03,0.2828,0.268,0
"2024-08-15 22:00:00",2024-08-15,228,22,8,summer,19.961,0,5.034,43.86,0.5741,0,0
"2024-08-15 23:00:00",2024-08-15,228,23,8,summer,15.939,0,4.676,41.71,0.7228,2.061,0
"2024-08-16 00:00:00",2024-08-16,229,0,8,summer,16.023,0,6.239,62.83,0.3779,1.977,0
"2024-08-16 01:00:00",2024-08-16,229,1,8,summer,16.777,0,3.54,60.04,0.7027,1.223,0
"2024-08-16 02:00:00",2024-08-16,229,2,8,summer,16.64,0,3.023,47.96,0.7078,1.36,0
"2024-08-16 03:00:00",2024-08-16,229,3,8,summer,14.433,0,4.697,43.66,0.2406,3.567,0
"2024-08-16 04:00:00",2024-08-16,229,4,8,summer,13.149,0,3.211,52.23,0.7277,4.851,0
"2024-08-16 05:00:00",2024-08-16,229,5,8,summer,13.307,0,5.5,72.98,0.3269,4.693,0
"2024-08-16 06:00:00",2024-08-16,229,6,8,summer,10.37,46.424,3.701,66.13,0.4131,7.63,0.046424
"2024-08-16 07:00:00",2024-08-16,229,7,8,summer,14.068,116.45,3.172,57.52,0.5158,3.932,0.11645
"2024-08-16 08:00:00",2024-08-16,229,8,8,summer,10.58,221.538,5.324,52.99,0.2575,7.42,0.221538
"2024-08-16 09:00:00",2024-08-16,229,9,8,summer,12.516,278.88,3.739,65.35,0.3273,5.484,0.27888
"2024-08-16 10:00:00",2024-08-16,229,10,8,summer,8.947,342.652,5.156,71.5,0.2725,9.053,0.342652
"2024-08-16 11:00:00",2024-08-16,229,11,8,summer,12.211,382.34,4.942,66.81,0.2476,5.789,0.38234
"2024-08-16 12:00:00",2024-08-16,229,12,8,summer,12.556,346.596,4.046,61.57,0.4366,5.444,0.346596
"2024-08-16 13:00:00",2024-08-16,229,13,8,summer,15.226,344.261,5.017,53.77,0.404,2.774,0.344261
"2024-08-16 14:00:00",2024-08-16,229,14,8,summer,13.901,279.235,4.28,68.61,0.5585,4.099,0.279235
"2024-08-16 15:00:00",2024-08-16,229,15,8,summer,17.666,241.471,2.596,53.76,0.5273,0.334,0.241471
"2024-08-16 16:00:00",2024-08-16,229,16,8,summer,15.905,229.117,4.119,69.58,0.2041,2.095,0.229117
"2024-08-16 17:00:00",2024-08-16,229,17,8,summer,17.51,96.498,3.819,60.61,0.739,0.49,0.096498
"2024-08-16 18:00:00",2024-08-16,229,18,8,summer,17.584,40.155,5.125,49.58,0.6029,0.416,0.040155
"2024-08-16 19:00:00",2024-08-16,229,19,8,summer,18.961,0,4.637,55.48,0.5327,0,0
"2024-08-16 20:00:00",2024-08-16,229,20,8,summer,18.145,0,4.037,68.03,0.3479,0,0
"2024-08-16 21:00:00",2024-08-16,229,21,8,summer,18.806,0,3.414,35.23,0.5781,0,0
"2024-08-16 22:00:00",2024-08-16,229,22,8,summer,17.464,0,4.706,56.82,0.3775,0.536,0
"2024-08-16 23:00:00",2024-08-16,229,23,8,summer,16.194,0,3.541,52.4,0.2159,1.806,0
"2024-08-17 00:00:00",2024-08-17,230,0,8,summer,16.668,0,4.097,61.57,0.5794,1.332,0
"2024-08-17 01:00:00",2024-08-17,230,1,8,summer,16.094,0,3.683,41.38,0.2489,1.906,0
"2024-08-17 02:00:00",2024-08-17,230,2,8,summer,14.506,0,5.001,58.34,0.5916,3.494,0
"2024-08-17 03:00:00",2024-08-17,230,3,8,summer,15.08,0,3.578,53.83,0.2656,2.92,0
"2024-08-17 04:00:00",2024-08-17,230,4,8,summer,13.258,0,3.238,66.8,0.5416,4.742,0
"2024-08-17 05:00:00",2024-08-17,230,5,8,summer,12.363,0,2.095,73.62,0.4453,5.637,0
"2024-08-17 06:00:00",2024-08-17,230,6,8,summer,11.878,37.995,4.292,72.37,0.6864,6.122,0.037995
"2024-08-17 07:00:00",2024-08-17,230,7,8,summer,13.439,143.774,2.014,49.89,0.235,4.561,0.143774
"2024-08-17 08:00:00",2024-08-17,230,8,8,summer,11.695,211.361,4.758,86.45,0.3519,6.305,0.211361
"2024-08-17 09:00:00",2024-08-17,230,9,8,summer,11.768,230.404,3.983,66.41,0.6052,6.232,0.230404
"2024-08-17 10:00:00",2024-08-17,230,10,8,summer,11.094,283.227,1.894,76.92,0.56,6.906,0.283227
"2024-08-17 11:00:00",2024-08-17,230,11,8,summer,13.702,340.847,3.089,55.19,0.4393,4.298,0.340847
"2024-08-17 12:00:00",2024-08-17,230,12,8,summer,13.435,394.632,5.191,59.39,0.269,4.565,0.394632
"2024-08-17 13:00:00",2024-08-17,230,13,8,summer,15.235,353.118,5.32,54.28,0.3897,2.765,0.353118
"2024-08-17 14:00:00",2024-08-17,230,14,8,summer,14.554,282.285,3.846,54.74,0.5642,3.446,0.282285
"2024-08-17 15:00:00",2024-08-17,230,15,8,summer,14.366,274.456,4.636,64.21,0.3733,3.634,0.274456
"2024-08-17 16:00:00",2024-08-17,230,16,8,summer,16.067,204.009,4.307,58.6,0.4029,1.933,0.204009
"2024-08-17 17:00:00",2024-08-17,230,17,8,summer,14.946,131.821,3.092,56.76,0.3666,3.054,0.131821
"2024-08-17 18:00:00",2024-08-17,230,18,8,summer,15.622,46.592,3.961,59.33,0.4303,2.378,0.046592
"2024-08-17 19:00:00",2024-08-17,230,19,8,summer,18.399,0,3.836,65.69,0.3088,0,0
"2024-08-17 20:00:00",2024-08-17,230,20,8,summer,18.965,0,3.023,61.84,0.4352,0,0
"2024-08-17 21:00:00",2024-08-17,230,21,8,summer,16.359,0,5.044,65.09,0.4736,1.641,0
"2024-08-17 22:00:00",2024-08-17,230,22,8,summer,16.617,0,5.841,53.78,0.2958,1.383,0
"2024-08-17 23:00:00",2024-08-17,230,23,8,summer,15.71,0,3.954,56.61,0.5238,2.29,0
"2024-08-18 00:00:00",2024-08-18,231,0,8,summer,14.121,0,5.267,64.53,0.238,3.879,0
"2024-08-18 01:00:00",2024-08-18,231,1,8,summer,12.522,0,3.509,58.04,0.5591,5.478,0
"2024-08-18 02:00:00",2024-08-18,231,2,8,summer,14.721,0,4.593,60.08,0.3935,3.279,0
"2024-08-18 03:00:00",2024-08-18,231,3,8,summer,15.177,0,3.35,60.71,0.5403,2.823,0
"2024-08-18 04:00:00",2024-08-18,231,4,8,summer,12.687,0,2.164,73.45,0.3898,5.313,0
"2024-08-18 05:00:00",2024-08-18,231,5,8,summer,11.955,0,4.527,60.71,0.2196,6.045,0
"2024-08-18 06:00:00",2024-08-18,231,6,8,summer,13.405,49.661,5.27,61.92,0.3618,4.595,0.049661
"2024-08-18 07:00:00",2024-08-18,231,7,8,summer,11.953,116.086,2.679,54.45,0.5591,6.047,0.116086
"2024-08-18 08:00:00",2024-08-18,231,8,8,summer,10.164,188.396,3.623,63.99,0.5308,7.836,0.188396
"2024-08-18 09:00:00",2024-08-18,231,9,8,summer,11.681,219.848,3.183,63.92,0.6781,6.319,0.219848
"2024-08-18 10:00:00",2024-08-18,231,10,8,summer,11.519,291.764,6.531,68.31,0.5413,6.481,0.291764
"2024-08-18 11:00:00",2024-08-18,231,11,8,summer,12.212,379.967,3.761,66.53,0.3039,5.788,0.379967
"2024-08-18 12:00:00",2024-08-18,231,12,8,summer,14.104,347.186,4.621,67.53,0.4755,3.896,0.347186
"2024-08-18 13:00:00",2024-08-18,231,13,8,summer,13.992,364.228,2.255,60.39,0.3667,4.008,0.364228
"2024-08-18 14:00:00",2024-08-18,231,14,8,summer,12.841,245.358,4.264,68.83,0.7444,5.159,0.245358
"2024-08-18 15:00:00",2024-08-18,231,15,8,summer,16.109,290.53,1.393,66.44,0.3115,1.891,0.29053
"2024-08-18 16:00:00",2024-08-18,231,16,8,summer,15.639,191.012,3.673,54.45,0.5129,2.361,0.191012
"2024-08-18 17:00:00",2024-08-18,231,17,8,summer,17.525,113.166,4.996,41.66,0.5908,0.475,0.113166
"2024-08-18 18:00:00",2024-08-18,231,18,8,summer,15.913,39.68,3.472,62.85,0.6545,2.087,0.03968
"2024-08-18 19:00:00",2024-08-18,231,19,8,summer,18.148,0,3.677,51.9,0.7387,0,0
"2024-08-18 20:00:00",2024-08-18,231,20,8,summer,17.441,0,3.462,61.76,0.3718,0.559,0
"2024-08-18 21:00:00",2024-08-18,231,21,8,summer,15.324,0,1.871,65.41,0.216,2.676,0
"2024-08-18 22:00:00",2024-08-18,231,22,8,summer,17.423,0,4.244,63.11,0.5435,0.577,0
"2024-08-18 23:00:00",2024-08-18,231,23,8,summer,15.088,0,4.044,54.45,0.4977,2.912,0
"2024-08-19 00:00:00",2024-08-19,232,0,8,summer,16.079,0,3.139,55.6,0.2902,1.921,0
"2024-08-19 01:00:00",2024-08-19,232,1,8,summer,13.959,0,5.895,63.46,0.6197,4.041,0
"2024-08-19 02:00:00",2024-08-19,232,2,8,summer,16.109,0,2.622,55.43,0.4339,1.891,0
"2024-08-19 03:00:00",2024-08-19,232,3,8,summer,13.473,0,6.371,54.1,0.7508,4.527,0
"2024-08-19 04:00:00",2024-08-19,232,4,8,summer,14.671,0,3.553,64.32,0.7356,3.329,0
"2024-08-19 05:00:00",2024-08-19,232,5,8,summer,12.749,0,2.763,73.17,0.6847,5.251,0
"2024-08-19 06:00:00",2024-08-19,232,6,8,summer,11.379,35.891,4.085,70.95,0.7816,6.621,0.035891
"2024-08-19 07:00:00",2024-08-19,232,7,8,summer,12.111,105.609,5.125,68.53,0.6896,5.889,0.105609
"2024-08-19 08:00:00",2024-08-19,232,8,8,summer,10.645,182.324,4.15,64.47,0.5905,7.355,0.182324
"2024-08-19 09:00:00",2024-08-19,232,9,8,summer,11.64,287.375,4.21,59.79,0.3496,6.36,0.287375
"2024-08-19 10:00:00",2024-08-19,232,10,8,summer,9.7,300.464,4.594,80.96,0.5224,8.3,0.300464
"2024-08-19 11:00:00",2024-08-19,232,11,8,summer,14.389,292.529,5.384,60.39,0.6693,3.611,0.292529
"2024-08-19 12:00:00",2024-08-19,232,12,8,summer,11.133,337,3.763,69.18,0.5338,6.867,0.337
"2024-08-19 13:00:00",2024-08-19,232,13,8,summer,15.582,263.984,2.982,65.96,0.7814,2.418,0.263984
"2024-08-19 14:00:00",2024-08-19,232,14,8,summer,15.186,261.704,5.829,56.74,0.6895,2.814,0.261704
"2024-08-19 15:00:00",2024-08-19,232,15,8,summer,16.225,274.942,4.288,64.73,0.4131,1.775,0.274942
"2024-08-19 16:00:00",2024-08-19,232,16,8,summer,14.684,201.394,6.126,51.52,0.4621,3.316,0.201394
"2024-08-19 17:00:00",2024-08-19,232,17,8,summer,15.905,139.596,4.386,55.39,0.3264,2.095,0.139596
"2024-08-19 18:00:00",2024-08-19,232,18,8,summer,16.404,43.277,3.009,73.23,0.5683,1.596,0.043277
"2024-08-19 19:00:00",2024-08-19,232,19,8,summer,17.447,0,4.235,46.92,0.511,0.553,0
"2024-08-19 20:00:00",2024-08-19,232,20,8,summer,16.425,0,3.752,47.7,0.4418,1.575,0
"2024-08-19 21:00:00",2024-08-19,232,21,8,summer,16.632,0,5.752,61.13,0.6364,1.368,0
"2024-08-19 22:00:00",2024-08-19,232,22,8,summer,17.608,0,4.732,39.78,0.3576,0.392,0
"2024-08-19 23:00:00",2024-08-19,232,23,8,summer,15.763,0,5.074,61.5,0.5908,2.237,0
"2024-08-20 00:00:00",2024-08-20,233,0,8,summer,14.819,0,4.689,71.26,0.6415,3.181,0
"2024-08-20 01:00:00",2024-08-20,233,1,8,summer,13.259,0,4.309,69.2,0.2096,4.741,0
"2024-08-20 02:00:00",2024-08-20,233,2,8,summer,14.816,0,2.914,47.1,0.5664,3.184,0
"2024-08-20 03:00:00",2024-08-20,233,3,8,summer,13.551,0,4.004,73.1,0.4016,4.449,0
"2024-08-20 04:00:00",2024-08-20,233,4,8,summer,11.57,0,3.82,55.44,0.6654,6.43,0
"2024-08-20 05:00:00",2024-08-20,233,5,8,summer,12.881,0,4.16,57.23,0.6211,5.119,0
"2024-08-20 06:00:00",2024-08-20,233,6,8,summer,12.962,41.226,3.843,59.79,0.6453,5.038,0.041226
"2024-08-20 07:00:00",2024-08-20,233,7,8,summer,12.031,125.617,5.202,53.8,0.4951,5.969,0.125617
"2024-08-20 08:00:00",2024-08-20,233,8,8,summer,11.474,193.082,4.479,60.45,0.5366,6.526,0.193082
"2024-08-20 09:00:00",2024-08-20,233,9,8,summer,11.741,307.747,4.845,74.81,0.2679,6.259,0.307747
"2024-08-20 10:00:00",2024-08-20,233,10,8,summer,11.214,331.835,4.201,77.11,0.4074,6.786,0.331835
"2024-08-20 11:00:00",2024-08-20,233,11,8,summer,12.117,356.525,4.733,65.15,0.4379,5.883,0.356525
"2024-08-20 12:00:00",2024-08-20,233,12,8,summer,13.163,401.794,4.537,72.41,0.3086,4.837,0.401794
"2024-08-20 13:00:00",2024-08-20,233,13,8,summer,13.391,403.932,4.042,58.28,0.2544,4.609,0.403932
"2024-08-20 14:00:00",2024-08-20,233,14,8,summer,16.197,369.084,4.922,59.05,0.2491,1.803,0.369084
"2024-08-20 15:00:00",2024-08-20,233,15,8,summer,16.184,239.959,3.227,57.31,0.6094,1.816,0.239959
"2024-08-20 16:00:00",2024-08-20,233,16,8,summer,16.619,168.201,3.959,68.94,0.7018,1.381,0.168201
"2024-08-20 17:00:00",2024-08-20,233,17,8,summer,17.148,105.557,3.58,69.98,0.7064,0.852,0.105557
"2024-08-20 18:00:00",2024-08-20,233,18,8,summer,14.709,40.857,4.201,56.51,0.6558,3.291,0.040857
"2024-08-20 19:00:00",2024-08-20,233,19,8,summer,17.083,0,4.562,63.2,0.6835,0.917,0
"2024-08-20 20:00:00",2024-08-20,233,20,8,summer,16.308,0,5.457,59.43,0.2598,1.692,0
"2024-08-20 21:00:00",2024-08-20,233,21,8,summer,16.231,0,1.459,51.53,0.7038,1.769,0
"2024-08-20 22:00:00",2024-08-20,233,22,8,summer,16.445,0,4.021,60.02,0.6715,1.555,0
"2024-08-20 23:00:00",2024-08-20,233,23,8,summer,16.982,0,4.942,59.53,0.2934,1.018,0
"2024-08-21 00:00:00",2024-08-21,234,0,8,summer,15.749,0,6.272,56.4,0.6515,2.251,0
"2024-08-21 01:00:00",2024-08-21,234,1,8,summer,14.752,0,4.285,76.2,0.4738,3.248,0
"2024-08-21 02:00:00",2024-08-21,234,2,8,summer,13.611,0,5.034,69.35,0.5252,4.389,0
"2024-08-21 03:00:00",2024-08-21,234,3,8,summer,12.552,0,3.405,79.76,0.7274,5.448,0
"2024-08-21 04:00:00",2024-08-21,234,4,8,summer,13.359,0,2.032,76.31,0.6433,4.641,0
"2024-08-21 05:00:00",2024-08-21,234,5,8,summer,11.428,0,4.735,68.6,0.5143,6.572,0
"2024-08-21 06:00:00",2024-08-21,234,6,8,summer,10.62,49.269,4.317,82.85,0.437,7.38,0.049269
"2024-08-21 07:00:00",2024-08-21,234,7,8,summer,11.152,128.884,0.661,72.58,0.4798,6.848,0.128884
"2024-08-21 08:00:00",2024-08-21,234,8,8,summer,11.491,221.919,3.398,56.21,0.3658,6.509,0.221919
"2024-08-21 09:00:00",2024-08-21,234,9,8,summer,12.221,315.157,3.142,62.61,0.2527,5.779,0.315157
"2024-08-21 10:00:00",2024-08-21,234,10,8,summer,10.928,350.915,4.146,73.07,0.3471,7.072,0.350915
"2024-08-21 11:00:00",2024-08-21,234,11,8,summer,11.68,359.228,4.914,74.61,0.4468,6.32,0.359228
"2024-08-21 12:00:00",2024-08-21,234,12,8,summer,14.322,415.557,3.679,64.98,0.2786,3.678,0.415557
"2024-08-21 13:00:00",2024-08-21,234,13,8,summer,14.476,300.842,2.94,62.55,0.6697,3.524,0.300842
"2024-08-21 14:00:00",2024-08-21,234,14,8,summer,15.265,310.472,3.161,42.81,0.5166,2.735,0.310472
"2024-08-21 15:00:00",2024-08-21,234,15,8,summer,16.201,292.324,2.233,55.47,0.3661,1.799,0.292324
"2024-08-21 16:00:00",2024-08-21,234,16,8,summer,16.623,231.841,3.867,54.4,0.3009,1.377,0.231841
"2024-08-21 17:00:00",2024-08-21,234,17,8,summer,15.662,121.195,4.298,69.15,0.5596,2.338,0.121195
"2024-08-21 18:00:00",2024-08-21,234,18,8,summer,16.131,43.141,4.744,65.61,0.6088,1.869,0.043141
"2024-08-21 19:00:00",2024-08-21,234,19,8,summer,17.249,0,3.972,71.13,0.4825,0.751,0
"2024-08-21 20:00:00",2024-08-21,234,20,8,summer,16.136,0,1.46,65.48,0.2554,1.864,0
"2024-08-21 21:00:00",2024-08-21,234,21,8,summer,15.721,0,1.573,64.36,0.6237,2.279,0
"2024-08-21 22:00:00",2024-08-21,234,22,8,summer,17.091,0,3.61,48.96,0.3217,0.909,0
"2024-08-21 23:00:00",2024-08-21,234,23,8,summer,14.777,0,3.819,65.63,0.363,3.223,0
"2024-08-22 00:00:00",2024-08-22,235,0,8,summer,15.91,0,2.922,58.69,0.3957,2.09,0
"2024-08-22 01:00:00",2024-08-22,235,1,8,summer,14.272,0,4.311,66.57,0.4255,3.728,0
"2024-08-22 02:00:00",2024-08-22,235,2,8,summer,12.811,0,2.823,75.48,0.5162,5.189,0
"2024-08-22 03:00:00",2024-08-22,235,3,8,summer,14.317,0,4.476,67.78,0.7237,3.683,0
"2024-08-22 04:00:00",2024-08-22,235,4,8,summer,13.953,0,4.505,56.89,0.6906,4.047,0
"2024-08-22 05:00:00",2024-08-22,235,5,8,summer,13.708,0,1.824,64.62,0.5824,4.292,0
"2024-08-22 06:00:00",2024-08-22,235,6,8,summer,9.289,36.219,2.003,81.54,0.8174,8.711,0.036219
"2024-08-22 07:00:00",2024-08-22,235,7,8,summer,10.596,117.98,3.465,59.74,0.6099,7.404,0.11798
"2024-08-22 08:00:00",2024-08-22,235,8,8,summer,10.468,152.171,5.575,69.77,0.8359,7.532,0.152171
"2024-08-22 09:00:00",2024-08-22,235,9,8,summer,10.761,245.904,6.614,89.65,0.6133,7.239,0.245904
