utc_timestamp,cet_cest_timestamp,DE_KN_industrial1_grid_import,DE_KN_industrial1_pv_1,DE_KN_industrial1_pv_2,DE_KN_industrial2_grid_import,DE_KN_industrial2_pv,DE_KN_industrial2_storage_charge,DE_KN_industrial2_storage_decharge,DE_KN_industrial3_area_offices,DE_KN_industrial3_area_room_1,DE_KN_industrial3_area_room_2,DE_KN_industrial3_area_room_3,DE_KN_industrial3_area_room_4,DE_KN_industrial3_compressor,DE_KN_industrial3_cooling_aggregate,DE_KN_industrial3_cooling_pumps,DE_KN_industrial3_dishwasher,DE_KN_industrial3_ev,DE_KN_industrial3_grid_import,DE_KN_industrial3_machine_1,DE_KN_industrial3_machine_2,DE_KN_industrial3_machine_3,DE_KN_industrial3_machine_4,DE_KN_industrial3_machine_5,DE_KN_industrial3_pv_facade,DE_KN_industrial3_pv_roof,DE_KN_industrial3_refrigerator,DE_KN_industrial3_ventilation,DE_KN_public1_grid_import,DE_KN_public2_grid_import,DE_KN_residential1_dishwasher,DE_KN_residential1_freezer,DE_KN_residential1_grid_import,DE_KN_residential1_heat_pump,DE_KN_residential1_pv,DE_KN_residential1_washing_machine,DE_KN_residential2_circulation_pump,DE_KN_residential2_dishwasher,DE_KN_residential2_freezer,DE_KN_residential2_grid_import,DE_KN_residential2_washing_machine,DE_KN_residential3_circulation_pump,DE_KN_residential3_dishwasher,DE_KN_residential3_freezer,DE_KN_residential3_grid_export,DE_KN_residential3_grid_import,DE_KN_residential3_pv,DE_KN_residential3_refrigerator,DE_KN_residential3_washing_machine,DE_KN_residential4_dishwasher,DE_KN_residential4_ev,DE_KN_residential4_freezer,DE_KN_residential4_grid_export,DE_KN_residential4_grid_import,DE_KN_residential4_heat_pump,DE_KN_residential4_pv,DE_KN_residential4_refrigerator,DE_KN_residential4_washing_machine,DE_KN_residential5_dishwasher,DE_KN_residential5_grid_import,DE_KN_residential5_refrigerator,DE_KN_residential5_washing_machine,DE_KN_residential6_circulation_pump,DE_KN_residential6_dishwasher,DE_KN_residential6_freezer,DE_KN_residential6_grid_export,DE_KN_residential6_grid_import,DE_KN_residential6_pv,DE_KN_residential6_washing_machine,interpolated
2015-03-06T05:00:00Z,2015-03-06T06:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.684,147.959,59.749,,,,30.297,113.526,,,,,,,,,,,,,,,,,,,,,
2015-03-06T06:00:00Z,2015-03-06T07:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.754,147.961,59.751,,,,30.304,113.770,,,,,,,,,,,,,,,,,,,,,
2015-03-06T07:00:00Z,2015-03-06T08:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.825,147.964,59.792,,,,30.326,113.822,,,,,,,,,,,,,,,,,,,,,
2015-03-06T08:00:00Z,2015-03-06T09:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.932,147.966,59.833,,,,30.347,113.823,,,,,,,,,,,,,,,,,,,,,
2015-03-06T09:00:00Z,2015-03-06T10:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.054,147.969,59.836,,,,30.348,113.823,,,,,,,,,,,,,,,,,,,,,
2015-03-06T10:00:00Z,2015-03-06T11:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.174,147.972,59.876,,,,30.369,113.823,,,,,,,,,,,,,,,,,,,,,
2015-03-06T11:00:00Z,2015-03-06T12:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.288,147.974,59.917,,,,30.391,113.940,,,,,,,,,,,,,,,,,,,,,
2015-03-06T12:00:00Z,2015-03-06T13:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.394,147.977,59.921,,,,30.398,114.004,,,,,,,,,,,,,,,,,,,,,
2015-03-06T13:00:00Z,2015-03-06T14:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.503,147.979,59.960,,,,30.429,114.006,,,,,,,,,,,,,,,,,,,,,
2015-03-06T14:00:00Z,2015-03-06T15:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.609,147.982,60.001,,,,30.446,114.006,,,,,,,,,,,,,,,,,,,,,
2015-03-06T15:00:00Z,2015-03-06T16:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.708,147.984,60.003,,,,30.453,114.006,,,,,,,,,,,,,,,,,,,,,
2015-03-06T16:00:00Z,2015-03-06T17:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.780,147.987,60.044,,,,30.475,114.006,,,,,,,,,,,,,,,,,,,,,
2015-03-06T17:00:00Z,2015-03-06T18:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.849,148.187,60.085,,,,30.489,114.006,,,,,,,,,,,,,,,,,,,,,
2015-03-06T18:00:00Z,2015-03-06T19:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.919,149.014,60.087,,,,30.501,114.006,,,,,,,,,,,,,,,,,,,,,
2015-03-06T19:00:00Z,2015-03-06T20:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.988,149.017,60.128,,,,30.525,114.006,,,,,,,,,,,,,,,,,,,,,
2015-03-06T20:00:00Z,2015-03-06T21:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.058,149.019,60.169,,,,30.536,114.006,,,,,,,,,,,,,,,,,,,,,
2015-03-06T21:00:00Z,2015-03-06T22:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.129,149.021,60.171,,,,30.548,114.006,,,,,,,,,,,,,,,,,,,,,
2015-03-06T22:00:00Z,2015-03-06T23:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.171,149.024,60.212,,,,30.572,114.006,,,,,,,,,,,,,,,,,,,,,
2015-03-06T23:00:00Z,2015-03-07T00:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.228,149.026,60.254,,,,30.579,114.006,,,,,,,,,,,,,,,,,,,,,
2015-03-07T00:00:00Z,2015-03-07T01:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.299,149.029,60.256,,,,30.595,114.006,,,,,,,,,,,,,,,,,,,,,
2015-03-07T01:00:00Z,2015-03-07T02:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.366,149.032,60.297,,,,30.618,114.006,,,,,,,,,,,,,,,,,,,,,
2015-03-07T02:00:00Z,2015-03-07T03:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.439,149.034,60.338,,,,30.622,114.006,,,,,,,,,,,,,,,,,,,,,
2015-03-07T03:00:00Z,2015-03-07T04:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.506,149.037,60.340,,,,30.641,114.006,,,,,,,,,,,,,,,,,,,,,
2015-03-07T04:00:00Z,2015-03-07T05:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.578,149.039,60.381,,,,30.664,114.006,,,,,,,,,,,,,,,,,,,,,
2015-03-07T05:00:00Z,2015-03-07T06:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.649,149.042,60.422,,,,30.664,114.007,,,,,,,,,,,,,,,,,,,,,
2015-03-07T06:00:00Z,2015-03-07T07:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.720,149.045,60.424,,,,30.687,114.280,,,,,,,,,,,,,,,,,,,,,
2015-03-07T07:00:00Z,2015-03-07T08:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.790,149.048,60.465,,,,30.714,114.299,,,,,,,,,,,,,,,,,,,,,
2015-03-07T08:00:00Z,2015-03-07T09:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.892,149.050,60.505,,,,30.714,114.299,,,,,,,,,,,,,,,,,,,,,
2015-03-07T09:00:00Z,2015-03-07T10:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.018,149.053,60.508,,,,30.736,114.299,,,,,,,,,,,,,,,,,,,,,
2015-03-07T10:00:00Z,2015-03-07T11:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.138,149.055,60.549,,,,30.755,114.299,,,,,,,,,,,,,,,,,,,,,
2015-03-07T11:00:00Z,2015-03-07T12:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.252,149.058,60.587,,,,30.758,114.299,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_washing_machine
2015-03-07T12:00:00Z,2015-03-07T13:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.363,149.061,60.592,,,,30.787,114.299,,,,,,,,,,,,,,,,,,,,,
2015-03-07T13:00:00Z,2015-03-07T14:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.475,149.633,60.633,,,,30.807,114.299,,,,,,,,,,,,,,,,,,,,,
2015-03-07T14:00:00Z,2015-03-07T15:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.587,150.095,60.666,,,,30.810,114.299,,,,,,,,,,,,,,,,,,,,,
2015-03-07T15:00:00Z,2015-03-07T16:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.692,150.098,60.676,,,,30.832,114.299,,,,,,,,,,,,,,,,,,,,,
2015-03-07T16:00:00Z,2015-03-07T17:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.775,150.100,60.717,,,,30.854,114.299,,,,,,,,,,,,,,,,,,,,,
2015-03-07T17:00:00Z,2015-03-07T18:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.841,150.102,60.746,,,,30.872,114.299,,,,,,,,,,,,,,,,,,,,,
2015-03-07T18:00:00Z,2015-03-07T19:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.909,150.105,60.760,,,,30.880,114.299,,,,,,,,,,,,,,,,,,,,,
2015-03-07T19:00:00Z,2015-03-07T20:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.977,150.107,60.801,,,,30.913,114.299,,,,,,,,,,,,,,,,,,,,,
2015-03-07T20:00:00Z,2015-03-07T21:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.047,150.110,60.828,,,,30.937,114.299,,,,,,,,,,,,,,,,,,,,,
2015-03-07T21:00:00Z,2015-03-07T22:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.117,150.113,60.844,,,,30.959,114.299,,,,,,,,,,,,,,,,,,,,,
2015-03-07T22:00:00Z,2015-03-07T23:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.160,150.115,60.885,,,,30.965,114.299,,,,,,,,,,,,,,,,,,,,,
2015-03-07T23:00:00Z,2015-03-08T00:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.212,150.118,60.909,,,,30.988,114.299,,,,,,,,,,,,,,,,,,,,,
2015-03-08T00:00:00Z,2015-03-08T01:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.283,150.120,60.928,,,,31.010,114.299,,,,,,,,,,,,,,,,,,,,,
2015-03-08T01:00:00Z,2015-03-08T02:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.350,150.123,60.969,,,,31.012,114.299,,,,,,,,,,,,,,,,,,,,,
2015-03-08T02:00:00Z,2015-03-08T03:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.423,150.126,60.991,,,,31.033,114.299,,,,,,,,,,,,,,,,,,,,,
2015-03-08T03:00:00Z,2015-03-08T04:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.491,150.128,61.013,,,,31.055,114.299,,,,,,,,,,,,,,,,,,,,,
2015-03-08T04:00:00Z,2015-03-08T05:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.563,150.131,61.054,,,,31.055,114.299,,,,,,,,,,,,,,,,,,,,,
2015-03-08T05:00:00Z,2015-03-08T06:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.635,150.133,61.073,,,,31.078,114.299,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_washing_machine
2015-03-08T06:00:00Z,2015-03-08T07:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.706,150.136,61.097,,,,31.096,114.299,,,,,,,,,,,,,,,,,,,,,
2015-03-08T07:00:00Z,2015-03-08T08:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.778,150.138,61.138,,,,31.100,114.300,,,,,,,,,,,,,,,,,,,,,
2015-03-08T08:00:00Z,2015-03-08T09:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.877,150.141,61.154,,,,31.122,114.300,,,,,,,,,,,,,,,,,,,,,
2015-03-08T09:00:00Z,2015-03-08T10:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.998,150.144,61.181,,,,31.139,114.300,,,,,,,,,,,,,,,,,,,,,
2015-03-08T10:00:00Z,2015-03-08T11:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.110,150.147,61.221,,,,31.144,114.300,,,,,,,,,,,,,,,,,,,,,
2015-03-08T11:00:00Z,2015-03-08T12:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.218,150.149,61.236,,,,31.166,114.300,,,,,,,,,,,,,,,,,,,,,
2015-03-08T12:00:00Z,2015-03-08T13:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.326,150.152,61.264,,,,31.177,114.300,,,,,,,,,,,,,,,,,,,,,
2015-03-08T13:00:00Z,2015-03-08T14:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.432,150.154,61.305,,,,31.189,114.300,,,,,,,,,,,,,,,,,,,,,
2015-03-08T14:00:00Z,2015-03-08T15:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.536,150.157,61.318,,,,31.211,114.300,,,,,,,,,,,,,,,,,,,,,
2015-03-08T15:00:00Z,2015-03-08T16:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.622,150.159,61.348,,,,31.217,114.300,,,,,,,,,,,,,,,,,,,,,
2015-03-08T16:00:00Z,2015-03-08T17:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.689,150.162,61.389,,,,31.233,114.300,,,,,,,,,,,,,,,,,,,,,
2015-03-08T17:00:00Z,2015-03-08T18:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.754,150.165,61.398,,,,31.259,114.300,,,,,,,,,,,,,,,,,,,,,
2015-03-08T18:00:00Z,2015-03-08T19:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.820,150.167,61.432,,,,31.260,114.300,,,,,,,,,,,,,,,,,,,,,
2015-03-08T19:00:00Z,2015-03-08T20:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.886,150.169,61.473,,,,31.281,114.300,,,,,,,,,,,,,,,,,,,,,
2015-03-08T20:00:00Z,2015-03-08T21:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.955,150.969,61.482,,,,31.307,114.300,,,,,,,,,,,,,,,,,,,,,
2015-03-08T21:00:00Z,2015-03-08T22:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.024,151.490,61.516,,,,31.315,114.300,,,,,,,,,,,,,,,,,,,,,
2015-03-08T22:00:00Z,2015-03-08T23:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.065,151.492,61.557,,,,31.331,114.300,,,,,,,,,,,,,,,,,,,,,
2015-03-08T23:00:00Z,2015-03-09T00:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.107,151.495,61.564,,,,31.354,114.301,,,,,,,,,,,,,,,,,,,,,
2015-03-09T00:00:00Z,2015-03-09T01:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.178,151.497,61.600,,,,31.359,114.301,,,,,,,,,,,,,,,,,,,,,
2015-03-09T01:00:00Z,2015-03-09T02:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.243,151.500,61.641,,,,31.377,114.301,,,,,,,,,,,,,,,,,,,,,
2015-03-09T02:00:00Z,2015-03-09T03:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.313,151.502,61.647,,,,31.399,114.301,,,,,,,,,,,,,,,,,,,,,
2015-03-09T03:00:00Z,2015-03-09T04:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.378,151.505,61.684,,,,31.399,114.301,,,,,,,,,,,,,,,,,,,,,
2015-03-09T04:00:00Z,2015-03-09T05:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.448,151.508,61.725,,,,31.421,114.301,,,,,,,,,,,,,,,,,,,,,
2015-03-09T05:00:00Z,2015-03-09T06:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.518,151.510,61.731,,,,31.446,114.301,,,,,,,,,,,,,,,,,,,,,
2015-03-09T06:00:00Z,2015-03-09T07:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.586,151.513,61.768,,,,31.451,114.301,,,,,,,,,,,,,,,,,,,,,
2015-03-09T07:00:00Z,2015-03-09T08:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.655,151.515,61.808,,,,31.470,114.301,,,,,,,,,,,,,,,,,,,,,
2015-03-09T08:00:00Z,2015-03-09T09:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.752,151.518,61.814,,,,31.492,114.301,,,,,,,,,,,,,,,,,,,,,
2015-03-09T09:00:00Z,2015-03-09T10:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.861,151.521,61.851,,,,31.497,114.301,,,,,,,,,,,,,,,,,,,,,
2015-03-09T10:00:00Z,2015-03-09T11:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.968,151.523,61.892,,,,31.514,114.301,,,,,,,,,,,,,,,,,,,,,
2015-03-09T11:00:00Z,2015-03-09T12:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.075,151.526,61.907,,,,31.541,114.301,,,,,,,,,,,,,,,,,,,,,
2015-03-09T12:00:00Z,2015-03-09T13:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.179,151.529,61.937,,,,31.542,114.301,,,,,,,,,,,,,,,,,,,,,
2015-03-09T13:00:00Z,2015-03-09T14:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.290,151.880,61.981,,,,31.570,114.301,,,,,,,,,,,,,,,,,,,,,
2015-03-09T14:00:00Z,2015-03-09T15:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.397,152.603,61.991,,,,31.611,114.727,,,,,,,,,,,,,,,,,,,,,
2015-03-09T15:00:00Z,2015-03-09T16:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.496,152.608,62.027,,,,31.640,114.811,,,,,,,,,,,,,,,,,,,,,
2015-03-09T16:00:00Z,2015-03-09T17:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.567,152.610,62.071,,,,31.661,114.845,,,,,,,,,,,,,,,,,,,,,
2015-03-09T17:00:00Z,2015-03-09T18:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.633,152.612,62.075,,,,31.676,114.845,,,,,,,,,,,,,,,,,,,,,
2015-03-09T18:00:00Z,2015-03-09T19:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.699,152.615,62.118,,,,31.708,114.845,,,,,,,,,,,,,,,,,,,,,
2015-03-09T19:00:00Z,2015-03-09T20:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.765,152.618,62.162,,,,31.741,114.845,,,,,,,,,,,,,,,,,,,,,
2015-03-09T20:00:00Z,2015-03-09T21:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.832,152.620,62.164,,,,31.759,114.845,,,,,,,,,,,,,,,,,,,,,
2015-03-09T21:00:00Z,2015-03-09T22:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.900,152.623,62.209,,,,31.774,114.845,,,,,,,,,,,,,,,,,,,,,
2015-03-09T22:00:00Z,2015-03-09T23:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.942,152.625,62.238,,,,31.798,114.845,,,,,,,,,,,,,,,,,,,,,
2015-03-09T23:00:00Z,2015-03-10T00:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.987,152.627,62.255,,,,31.821,114.845,,,,,,,,,,,,,,,,,,,,,
2015-03-10T00:00:00Z,2015-03-10T01:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.056,152.630,62.299,,,,31.831,114.845,,,,,,,,,,,,,,,,,,,,,
2015-03-10T01:00:00Z,2015-03-10T02:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.120,152.633,62.313,,,,31.845,114.845,,,,,,,,,,,,,,,,,,,,,
2015-03-10T02:00:00Z,2015-03-10T03:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.190,152.635,62.345,,,,31.868,114.846,,,,,,,,,,,,,,,,,,,,,
2015-03-10T03:00:00Z,2015-03-10T04:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.254,152.638,62.390,,,,31.877,114.846,,,,,,,,,,,,,,,,,,,,,
2015-03-10T04:00:00Z,2015-03-10T05:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.324,152.641,62.392,,,,31.891,114.846,,,,,,,,,,,,,,,,,,,,,
2015-03-10T05:00:00Z,2015-03-10T06:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.394,152.643,62.436,,,,31.918,114.846,,,,,,,,,,,,,,,,,,,,,
2015-03-10T06:00:00Z,2015-03-10T07:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.464,153.030,62.472,,,,31.929,114.846,,,,,,,,,,,,,,,,,,,,,
2015-03-10T07:00:00Z,2015-03-10T08:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.535,153.766,62.482,,,,31.941,114.846,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_circulation_pump | DE_KN_residential3_dishwasher
2015-03-10T08:00:00Z,2015-03-10T09:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.638,153.769,62.526,,,,31.963,115.181,,,,,,,,,,,,,,,,,,,,,
2015-03-10T09:00:00Z,2015-03-10T10:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.755,153.771,62.538,,,,31.969,115.727,,,,,,,,,,,,,,,,,,,,,
2015-03-10T10:00:00Z,2015-03-10T11:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.869,153.774,62.571,,,,31.986,115.830,,,,,,,,,,,,,,,,,,,,,
2015-03-10T11:00:00Z,2015-03-10T12:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.978,153.776,62.615,,,,32.010,115.895,,,,,,,,,,,,,,,,,,,,,
2015-03-10T12:00:00Z,2015-03-10T13:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.083,153.779,62.617,,,,32.018,116.523,,,,,,,,,,,,,,,,,,,,,
2015-03-10T13:00:00Z,2015-03-10T14:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.179,153.782,62.661,,,,32.032,116.612,,,,,,,,,,,,,,,,,,,,,
2015-03-10T14:00:00Z,2015-03-10T15:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.273,153.784,62.705,,,,32.055,116.642,,,,,,,,,,,,,,,,,,,,,
2015-03-10T15:00:00Z,2015-03-10T16:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.360,153.787,62.707,,,,32.059,116.642,,,,,,,,,,,,,,,,,,,,,
2015-03-10T16:00:00Z,2015-03-10T17:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.427,153.789,62.751,,,,32.078,116.642,,,,,,,,,,,,,,,,,,,,,DE_KN_residential3_washing_machine
2015-03-10T17:00:00Z,2015-03-10T18:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.493,153.792,62.781,,,,32.111,116.642,,,,,,,,,,,,,,,,,,,,,
2015-03-10T18:00:00Z,2015-03-10T19:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.559,154.114,62.796,,,,32.114,116.642,,,,,,,,,,,,,,,,,,,,,
2015-03-10T19:00:00Z,2015-03-10T20:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.628,154.851,62.840,,,,32.135,117.810,,,,,,,,,,,,,,,,,,,,,
