Delivery_Contractor,Property_ID,Postcode_1,Participant_Age,EmployStatus,EmployType,HouseIncome,Date_Contact,Tenure,Tenure_Length,Social_Group,HP_Awareness,Date_Survey,Name_Survey,House_Type,House_Form,House_Env,House_Age,House_SAP,No_Adults,No_Child,No_Storeys,Total_Floor_Area,Habitable_Rooms,Bedrooms,Heated_rooms,Floor_Height,Wall_Type,Floor_Type,Roof_Type,Glazed_Type,Mains_Gas_Flag,Main_Fuel,Heat_Primary_Source,Heat_Secondary_Source,TS_Existing,TS_Existing_Size,No_Underfloor,Existing_Fires,Existing_Cooking,Outside_Space,Outside_Access,Elec_currentuse,Gas_currentuse,MCS_SHLoad,MCS_Hloss,MCS_SHAnnual,MCS_DHWAnnual,MCS_Immersion,MCS_Flow_Temp,MCS_SCOP,Suit_ASHP,Suit_GSHP,Suit_HTASHP,Suit_Hybrid,HP_Recommend,Measures_Recommend,EstCost_System,EstCost_Ancillary,EstCost_Running,EstCost_Etariff,EstCost_Gtariff,Part_Install_Decision,Date_Installation,Name_Install,HP_Installed,HP_Installed_Detail,HP_Brand,HP_Model,HP_Size_kW,HP_Refrigerant,GSHP_Space,TS_Type,TS_Water_Size,TS_PCM_Size,HP_Control_Zones,Measures_emitters_LT,Measures_emitters_Std,Measures_Fanassist,HP_Aesthetic,HP_Noise,Cooling,Cooling_Rooms,Fires_replaced,Cook_Replaced,Gas_disconnect,Measures_Loft,Measures_Windows,Measures_Doors,Measures_WI,Measures_DP,Cost_HP,Cost_TS,Cost_Install,Cost_Emitters,Cost_Cooling,Cost_LI,Cost_WI,Cost_Window,Cost_Door,Cost_DP,Install_time_HP,Install_time_measures
Warmworks,EOH1750,EH10,49.0,Working Full time (>30hrs),Professional,"50,001+",2020-07-19T00:00:00.000Z,Owner-Occupied,7.0,AB,2.0,10/08/2020,Everwarm,House,Detached,Suburban,1991-2000,C,2.0,1.0,2.0,151.01,7.0,4.0,6.999999999999999,2.275,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Standard,Fire - Coal,Water,Normal (90-130l),0.0,1.0,1.0,No,No,193.5376396618667,377.7687267025467,2.257784099782344,7.681600524112582,1942.2805017236387,956.47545016605,0.3024519203874661,40.01403220085194,2.9011889211926607,Yes,No,Yes,No,ASHP,,9506.284383715092,0.011824460774448653,281.3127171866736,12.003881466495805,2.043943851204822,No,,,,,,,3.0165620852494612,,2.355758383504325e-12,,130.25377988815308,7.001286400976824,1.0001251100366062,0.21581847220659256,0.0009879759199975524,0.00013732399384025484,,,,5.7422577109944584e-11,3.5693037858663956e-08,4.5733685283266823e-07,,,6.996998466735072e-13,6.490834891792474e-08,,,3233.9534916828384,1019.7812961255619,1610.2378998352167,9.095891773283947,1.4642413258443565e-13,0.00033269664444560474,0.01236358002643101,8.122202355131947e-10,1.0268033993465765e-05,4.0635277261114044e-12,1.0524701992981136,0.00018508149241824867
Warmworks,EOH2455,EH4,40.0,Working Full time (>30hrs),Professional,"50,001+",2020-07-19T00:00:00.000Z,Owner-Occupied,4.0,AB,2.0,04/08/2020,Everwarm,House,Detached,Suburban,1945-1964,D,2.0,2.0,2.0,182.29,7.0,4.0,6.999999999999999,2.35,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,Fire - Gas,,,0.0,0.0,1.0,No,No,2939.0,31014.0,2.2576555996264,7.597446101717651,1938.312323697959,956.3286780732014,0.2523992673333851,40.01248274638783,2.901045151604339,No,No,Yes,Yes,HT_ASHP,,9506.222486804138,0.009545456844705313,281.03846372867935,12.003354960284195,2.0437528307380854,No,,,,,,,3.0142905336106196,,1.4962576533675276e-12,,130.3202360868454,7.001094734485378,1.0001050282116921,0.20346123725175858,0.0008083220272965264,0.00011597816774155945,,,,3.9645862981441127e-11,2.722711123226418e-08,3.5153166777490696e-07,,,4.752020717029015e-13,4.7386350843225955e-08,,,3202.341794041861,1019.3606419321148,1610.2364888588843,8.14228618146386,9.448317779200965e-14,0.0002810018349714483,0.010284844393027015,6.029142740615612e-10,7.424549137091675e-06,2.7906414158673787e-12,1.045573593582958,0.00015951256682456005
Warmworks,EOH0203,EH21,41.0,Working Full time (>30hrs),Professional,"50,001+",2020-07-19T00:00:00.000Z,Owner-Occupied,5.0,C1,5.0,29/09/2020,Warmworks,House,Detached,Urban,2001+,C,3.0,1.0,2.0,130.5,6.0,4.0,6.0,2.6,Cavity_Insulated,Solid,Pitched,Double,Yes,Gas,Gas Boiler - Standard,,Water,Large (> 170l),0.0,0.0,1.0,Yes - Borehole,Yes,192.0938586507109,375.3744016229175,2.2576738332552706,7.570451810956001,1937.014783838531,956.3081478090899,0.24748304430650023,40.01228195033036,2.901012315666303,Yes,Yes,Yes,Yes,GSHP,,9506.243357672838,0.009456940201687303,281.36186161748134,12.003527482512872,2.0435476886626565,No,,,,,,,3.0145091607701033,,1.5874019763592595e-12,,131.38002157211304,7.0010645408474375,1.0000988811734715,0.20416075363755226,0.0008621953857073095,0.00011454202467575669,,,,4.1507634135351523e-11,2.686528866036042e-08,3.68503577874435e-07,,,4.521973073767782e-13,5.169636807522693e-08,,,3207.1390574965067,1019.3499567701388,1610.236580787301,8.115577269459608,9.765863654863025e-14,0.00026394810518468145,0.01047291971190134,6.24833018658677e-10,7.161669470256982e-06,2.7157570896968464e-12,1.0465260376222432,0.00015232186433422612
Warmworks,EOH2493,EH10,56.0,Working Full time (>30hrs),Manager,"40,001 - 50,000",2020-07-19T00:00:00.000Z,Owner-Occupied,21.0,C1,2.0,19/08/2020,Warmworks,House,Semi-Detached,Suburban,1965-1980,D,4.0,0.0,2.0,100.53,7.0,4.0,6.999999999999999,2.4,Cavity_No_insulation,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,1.0,0.0,1.0,No,No,2900.0,12000.0,2.2576078927886885,7.514494553674012,1932.93344985554,956.3693010353163,0.21553659875335143,40.012303779658396,2.9008694188436492,No,No,Yes with additional measures,Yes with additional measures,None - Installation not recommended,,9506.221061853266,0.008937196155272886,280.77555982803926,12.003064347743056,2.0434885094471973,No,,,,,,,3.012733554583974,,1.1483260089345526e-12,,131.20801374316216,7.000905942375539,1.0000918276327866,0.20053498446941376,0.0007782201464578975,0.00011858448851853609,,,,3.3667357096645034e-11,2.2471162708370684e-08,3.3991292980317667e-07,,,3.4446460983085514e-13,4.0186908023542856e-08,,,3209.277709570825,1018.7179160404065,1610.2357814423317,7.651275868717348,6.776393004668743e-14,0.00024298448191757417,0.009742245310917497,5.111979728411598e-10,6.045344936045361e-06,2.131402476387989e-12,1.0457315519452095,0.00013929476745033753
Warmworks,EOH1522,EH4,67.0,Retired,Professional,Prefer not to say,2020-07-20T00:00:00.000Z,Owner-Occupied,36.99999999999999,DE,5.0,03/08/2020,Warmworks,House,Detached,Suburban,1945-1964,E,2.0,0.0,2.0,121.8,4.0,3.0,4.0,2.6,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Standard,,Water,Normal (90-130l),0.0,0.0,1.0,No,No,3800.0,23034.0,2.25752875414663,7.510451492387801,1933.1625259418506,956.0818533703496,0.1959032073873459,40.01076055705198,2.900874118674546,Yes,No,Yes,Yes,ASHP,,9506.158172552241,0.007530852060483539,280.5885145485774,12.002869265761692,2.0431732907082187,No,,,,,,,3.0126359357964247,,8.368962532527557e-13,,129.83208522200584,7.000926071297727,1.0000855280904943,0.18332159146666527,0.0006711529840686126,9.483301982982084e-05,,,,2.344159588663075e-11,1.8781879163043413e-08,2.5705736561576487e-07,,,2.568637576944033e-13,3.149407135083493e-08,,,3176.8337968106566,1018.8570754965208,1610.2347319700402,6.900203966327244,4.902611113301661e-14,0.00020734209450210984,0.008268772035080474,3.8025324555768236e-10,4.799559499635287e-06,1.5976809718959428e-12,1.0409407545812428,0.0001244731529368437
Warmworks,EOH0415,EH10,47.0,Working Full time (>30hrs),Manager,Prefer not to say,2020-07-21T00:00:00.000Z,Owner-Occupied,2.0,AB,2.0,03/08/2020,Warmworks,House,Detached,Suburban,1945-1964,D,2.0,0.0,2.0,161.33,5.0,3.0,5.000000000000001,2.7,Cavity_No_insulation,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,0.0,Yes - Borehole,Yes,2897.0,14357.999999999998,2.2578167287762336,7.636778104119003,1941.986157230218,956.6883020387904,0.27688117292127573,40.015231121506076,2.901102805281989,No,Yes,Yes,Yes,GSHP,,9506.327017291675,0.012511338009858264,281.476509266221,12.003968227836303,2.044325866093277,No,,,,,,,3.016390349250287,,2.5002031694976168e-12,,132.18067213892937,7.001216940014274,1.000125414417198,0.2260342240333557,0.0010051348472188693,0.00014809920685365796,,,,6.468260649317159e-11,4.072861159443164e-08,4.949449703417486e-07,,,8.049964774631269e-13,6.612003744521644e-08,,,3235.2624306877515,1019.6808982266019,1610.238526734744,9.192794910384109,1.7025520804379163e-13,0.00038600107317734,0.013374326044868212,9.369304221351626e-10,1.0984018023929566e-05,4.595262538542588e-12,1.0533366478048265,0.0002015377203861135
Warmworks,EOH0817,EH10,58.0,Working Full time (>30hrs),Manager,"40,001 - 50,000",2020-07-21T00:00:00.000Z,Owner-Occupied,5.0,C2,2.0,18/08/2020,Everwarm,House,Semi-Detached,Suburban,1919-1944,D,2.0,2.0,2.0,146.12999999999997,6.0,3.0,6.0,2.725,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,Fire - Wood,,,0.0,0.0,0.0,No,No,195.05254593264544,380.68511931120884,2.257940534182308,7.7786233918741345,1947.9821973944781,956.9934241264127,0.3400336460766994,40.01785561616998,2.901254383800551,No,No,Yes with additional measures,Yes with additional measures,HT_ASHP,,9506.384261224279,0.015668002644929402,281.96159112414813,12.00468935876852,2.044489010440302,No,,,,,,,3.0183359540533274,,4.026241579718759e-12,,132.28347674012184,7.001425939786714,1.0001531427915324,0.2558702230453491,0.0011723528477887157,0.00017091612971853465,,,,9.718829213634095e-11,5.378012701839907e-08,6.648667181252677e-07,,,1.3193752730969455e-12,8.883602475862062e-08,,,3257.9286664943584,1020.4172181976586,1610.240979542598,10.893308968775672,2.7822796150323015e-13,0.0004775481323576969,0.01573423287482001,1.285063278011478e-09,1.632990484394803e-05,7.332474037669012e-12,1.0570336636155844,0.00023986390078789555
Warmworks,EOH2482,TD6,64.0,Unemployed,Unemployed/Benefits,Prefer not to say,2020-07-22T00:00:00.000Z,Rented (Social),21.0,DE,2.0,13/08/2020,Warmworks,House,Semi-Detached,Suburban,1945-1964,F,2.0,0.0,2.0,81.8,4.0,2.0,4.0,2.4,Cavity_Insulated,Suspended,Pitched,Double,No,Electricity,Electric - Direct,Fire - Coal,Water,Normal (90-130l),0.0,0.0,1.0,No,No,2900.0,376.6595021178946,2.2578336648150072,7.607016016729176,1941.5870898906142,956.8100302686653,0.2468424380014767,40.016257555398624,2.901028899485245,Yes,No,Yes,Yes,HT_ASHP,,9506.365276344672,0.013143918060961823,280.9124365720339,12.003562741361092,2.044562912493129,No,,,,,,,3.0153077482245862,,2.1112328465328067e-12,,131.54228180646896,7.001109652585001,1.0001280697779293,0.21787939593195915,0.0009833746298681945,0.00016480674094054848,,,,6.012888797979343e-11,3.584818841773085e-08,4.671979354498035e-07,,,7.40454030555282e-13,6.19205025031988e-08,,,3252.0836446717008,1019.8469999971334,1610.2377311859664,9.487587371591944,1.3820730313234691e-13,0.0003990714934047901,0.013649921129399445,7.903119825236615e-10,1.2101285388554929e-05,3.908348471248768e-12,1.0552078150212765,0.00018402286059426842
Warmworks,EOH2212,TD4,44.0,Working Part time,Professional,Prefer not to say,2020-07-22T00:00:00.000Z,Rented (Social),23.0,C2,1.0,28/08/2020,Warmworks,House,Mid-Terrace,Suburban,1945-1964,E,1.0,2.0,2.0,71.5,3.0,2.0,3.0,2.45,Cavity_Insulated,Suspended,Pitched,Double,,Electricity,Electric - Direct,,Water,Normal (90-130l),0.0,0.0,0.0,No,No,10823.0,374.47199849702884,5.0,68.0,10504.0,2697.0,156.0,50.0,3.15,Yes,No,Yes,No,ASHP,,9506.255262394043,0.010265987869502169,617.0,14.0,2.0439460913505174,Yes,08/01/2021,TK Murray,ASHP,,Vaillant,VWL 55/3 A 230V,5.0,R410A,0.0,Water_New,150.0,7.001066058102879,1.0,8.0,0.0008488934727211017,0.0,,Low Noise Heat Pump,No,0.0,0.0,0.0,,No,0.0,0.0,,No,7655.16,3508.2699999999995,1610.23,2164.61,8.242462701951725e-14,0.0003040858859276341,0.010904305781878065,5.456942675508003e-10,7.793292830071685e-06,2.4784761916418763e-12,1.0,0.0
Warmworks,EOH0144,TD4,47.99999999999999,Unfit for work,Unemployed/Benefits,Prefer not to say,2020-07-22T00:00:00.000Z,Rented (Social),23.0,DE,1.0,13/08/2020,Warmworks,House,Semi-Detached,Suburban,1945-1964,E,2.0,0.0,1.0,42.97,2.0,1.0,2.0,2.6,Cavity_Insulated,Suspended,Pitched,Double,,Electricity,Electric - Direct,,Water,Medium (131-170l),0.0,0.0,0.0,No,No,6355.02,376.25643126352224,5.0,99.2,4008.0,3995.0,156.0,50.0,3.15,Yes,No,No,No,ASHP,,9506.384277582796,0.013546517293377747,586.0,14.0,2.0446237265132368,Yes,18/01/2021,TK Murray,ASHP,,Vaillant,VWL 55/3 A 230V,5.0,R410A,0.0,Water_New,150.0,7.0011338941403665,1.0,5.0,0.0010752991038316395,0.0,,Low Noise Heat Pump,No,0.0,0.0,0.0,,No,0.0,0.0,,No,7655.16,3508.2699999999995,1610.23,1352.88,1.4202446727354379e-13,0.0004103587763984251,0.014332174032460898,8.392345152152814e-10,1.1709208641486059e-05,3.941128673412564e-12,1.0,0.0
Warmworks,EOH2584,TD4,76.0,Retired,Pensioner,Prefer not to say,2020-07-22T00:00:00.000Z,Rented (Social),11.0,DE,1.0,13/08/2020,Warmworks,House,Semi-Detached,Suburban,1945-1964,E,1.0,0.0,1.0,46.84,2.0,1.0,2.0,2.4,Cavity_No_insulation,Suspended,Pitched,Double,,,Electric - Direct,,Water,Normal (90-130l),0.0,0.0,0.0,No,No,5291.999999999999,376.48487243650015,5.0,88.4,8988.0,3596.0,156.0,50.0,3.58,Yes,No,Yes,Yes,HT_ASHP,,9506.33245459895,0.011629988963761662,598.0,14.0,2.0444961226492886,Yes,12/01/2021,TK Murray,ASHP,,Mitsubishi,PUHZ-W50VHA2,5.0,R410A,0.0,Water_New,150.0,7.0011331841524225,1.0,6.000000000000001,0.0009896618576021865,0.0,,Low Noise Heat Pump,No,0.0,0.0,0.0,,No,0.0,0.0,,No,7655.16,3508.2699999999995,1610.23,1623.4600000000003,1.230388268482971e-13,0.00036407466697482957,0.012430877177393995,7.647849020742115e-10,9.332332635469955e-06,3.697943860847541e-12,2.0,0.0
Warmworks,EOH2359,TD4,30.0,Carer,Unemployed/Benefits,Prefer not to say,2020-07-22T00:00:00.000Z,Rented (Social),4.0,DE,1.0,13/08/2020,Warmworks,House,Semi-Detached,Suburban,1945-1964,F,2.0,0.0,1.0,46.58,2.0,1.0,2.0,2.6,Cavity_Insulated,Suspended,Pitched,Double,,Electricity,Electric - Direct,,Water,Medium (131-170l),0.0,0.0,0.0,No,No,5578.0,378.36255546158645,5.0,43.0,7338.000000000001,2038.0,14.0,50.0,3.58,Yes,No,No,No,ASHP,,9506.46742088842,0.016139415550696867,281.2999126451323,12.003807862678077,2.04521807107958,Yes,26/05/2021,TK Murray,ASHP,,Mitsubishi,PUHZ-W50VHA2,5.0,R410A,0.0,Water_New,150.0,7.001330134196905,1.0,6.000000000000001,0.001244099621544592,0.0,,Low Noise Heat Pump,No,0.0,0.0,0.0,,No,0.0,0.0,,No,7655.16,3508.272,1610.23,1623.45,2.300843435047717e-13,0.0005132889853894085,0.016625970602035522,1.1483738404649557e-09,1.5134182689857668e-05,6.173620208799191e-12,1.0,0.0
Warmworks,EOH0015,TD4,85.0,Retired,Pensioner,Prefer not to say,2020-07-22T00:00:00.000Z,Rented (Social),20.0,DE,1.0,28/08/2020,Warmworks,House,Semi-Detached,Suburban,1945-1964,F,1.0,0.0,2.0,69.3,3.0,2.0,3.0,2.3,Cavity_Insulated,Suspended,Pitched,Double,No,Electricity,Electric - Direct,Electric - Direct,Water,Normal (90-130l),0.0,0.0,0.0,No,No,193.94304320041556,378.53767285635695,2.2579370577891567,7.677343087270856,1944.2842503107386,956.8595970076276,0.3003194488159352,40.016878472524695,2.9012124732509252,Yes,No,Yes,No,ASHP,,9506.392343011914,0.014883426362416685,281.2887581067113,12.003978625463787,2.0447885229368694,No,,,,,,,3.0170216395054013,,3.0056562707464485e-12,,131.88313022255898,7.001260744131287,1.000146179991134,0.2243991196155548,0.0011186034935235512,0.00017492803453933448,,,,7.942647928249613e-11,4.421833210699333e-08,5.603616273219814e-07,,,1.0396307295948426e-12,7.662483625381356e-08,,,3265.0159059943257,1020.326546928035,1610.2392168194206,9.920222960128449,2.029894942455826e-13,0.0004518335431066589,0.015300376617233269,1.0479342948954695e-09,1.5575151243130137e-05,5.556059518713186e-12,1.0566511005163193,0.00021627292426273925
Warmworks,EOH1611,FK2,52.0,Working Full time (>30hrs),Manager,"40,001 - 50,000",2020-07-23T00:00:00.000Z,Owner-Occupied,29.0,AB,5.0,30/09/2020,Warmworks,House,Semi-Detached,Suburban,1991-2000,C,2.0,0.0,2.0,116.15,6.0,4.0,6.0,2.34,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,1.0,No,No,191.87445135385497,375.7130175170023,2.2576888202295087,7.58335065189749,1937.0476939287037,956.4742548006907,0.24060143226852235,40.013534296886064,2.900967105231248,Yes,No,Yes,Yes,None - Installation not recommended,,9506.249131229642,0.010289295213397054,281.1160329347756,12.003406224814244,2.043800956447958,,,,,,,,3.0143024092540145,,1.6399858901450237e-12,,130.5555820465088,7.001054342283169,1.0001048202739184,0.2093007229268551,0.0008873654660419561,0.00012943518231622875,,,,4.3079852185545775e-11,2.9044702642977427e-08,3.947795619296812e-07,,,5.014330422235813e-13,4.981595935760197e-08,,,3214.7883908208646,1019.1524032928235,1610.236884495211,8.16697435797425,1.0077403728115872e-13,0.00029303706682867417,0.011246096619288437,6.463836688119784e-10,7.977770471834235e-06,3.001605908270477e-12,1.048566953279078,0.00016628045250399737
Warmworks,EOH2239,EH29,37.0,Stay at home parent,Unemployed/Benefits,"50,001+",2020-07-23T00:00:00.000Z,Owner-Occupied,0.10462738811038436,DE,2.0,16/04/2021,Warmworks,House,Detached,Suburban,2001+,B,2.0,3.0000000000000004,2.0,151.36,7.0,5.0,6.999999999999999,2.36,Cavity_Insulated,Solid,Pitched,Double,Yes,Gas,Gas Boiler - Standard,,Water,Large (> 170l),0.0,0.0,1.0,No,No,189.32460435386747,372.03514939174056,8.7,63.0,21715.0,4775.0,0.0,50.0,3.6600000000000006,Yes,No,Yes,Yes,HT_ASHP,,9506.120361298665,0.006008600553343513,1394.0,18.0,5.0,Yes,02/08/2021,Everwarm,ASHP,,Mitsubishi,PUZ-WM112VAA,11.2,R32,0.0,Water_New,200.0,7.000893732518307,1.0,15.0,0.0005860759738425259,0.0,,Low Noise Heat Pump,No,0.0,0.0,0.0,No,No,0.0,0.0,,No,8575.73,3572.208,1610.23,4058.64,3.699774522663256e-14,0.00016584328890075994,0.006942438631085679,2.9632235554188924e-10,2.9884190500206743e-06,1.0863757810009034e-12,3.0,0.0
Warmworks,EOH1114,EH26,54.0,Working Full time (>30hrs),Professional,"50,001+",2020-07-24T00:00:00.000Z,Owner-Occupied,15.0,C1,4.0,17/09/2020,Warmworks,House,Detached,Suburban,1945-1964,D,2.0,1.0,1.0,129.09,6.0,4.0,6.0,2.6,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,1.0,Yes - Borehole,Yes,2786.0,19964.0,11.699999999999998,94.4,28885.0,3596.0,0.0,50.0,3.9200000000000004,Yes,Yes,Yes,Yes,GSHP,,9506.078079290224,0.004852558947732177,1542.0000000000002,16.36,2.0424723060498944,Yes,07/06/2021,mcinnesplumbing,HT_ASHP,,Vaillant,VWL 125/6 A 230V S2,12.0,R290,0.0,Water_New,200.0,7.000824161848868,1.0,0.14912674203515053,12.0,0.0,,Low Noise Heat Pump,No,0.0,0.0,0.0,No,No,0.0,0.0,,No,17943.13,3572.208,1610.23,3246.91,2.3445805911429148e-14,0.00013454592540028897,0.005774144483439159,2.0779088172329097e-10,2.495413079972586e-06,7.710805193135439e-13,2.0,0.0
Warmworks,EOH0762,EH21,38.0,Working Part time,Clerical,"50,001+",2020-07-24T00:00:00.000Z,Owner-Occupied,1.0,C1,3.0,17/05/2021,Warmworks,House,Detached,Suburban,2001+,B,2.0,2.0,2.0,137.84,7.0,4.0,6.999999999999999,2.31,Cavity_Insulated,Solid,Pitched,Double,Yes,Gas,Gas Boiler - Standard,,Water,Medium (131-170l),0.0,0.0,1.0,No,No,189.8786048348702,372.25344828213565,7.3,7.485155851580203,18659.999999999996,4921.0,0.0,40.00920832171687,2.9008143729995934,Yes,No,Yes,Yes,ASHP,,9506.127081429691,0.0062203690294211356,1294.82,18.0,5.0,No,,,,,,,3.011895558971446,,6.43061179392973e-13,,128.5448595881462,7.0008612489909865,1.0000733746401238,0.16825420781970024,0.0006048974937584717,8.188807987608016e-05,,,,1.8252153261011372e-11,1.475086897073652e-08,2.2129421495264978e-07,,,1.8441768023704647e-13,2.7518437306639498e-08,,,3154.816726160962,1018.5074823846435,1610.2339453893223,6.629732401173096,3.591721917713814e-14,0.00016832117180229033,0.0070738788053859025,3.0270555506639596e-10,3.7124499168816885e-06,1.16506880098316e-12,1.0384758915752172,0.00010442111579322955
Warmworks,EOH2583,EH14,36.0,Working Full time (>30hrs),Professional,"50,001+",2020-07-24T00:00:00.000Z,Owner-Occupied,0.8,C1,3.0,30/08/2020,Warmworks,House,Mid-Terrace,Urban,1919-1944,C,2.0,0.0,2.0,63.28,3.0,2.0,3.0,2.525,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,Gas Boiler - Combi,,,0.0,0.0,1.0,No,No,194.51969741872745,379.9472399605438,2.257869816593764,7.712124942801893,1946.0190545425285,956.7613506813941,0.3174042632461351,40.0156113615958,2.9012340271892025,Yes,No,Yes,No,ASHP,,9506.346262027733,0.01417218115312835,281.774007075103,12.004249589401297,2.0443689116538737,No,,,,,,,3.0175964012742043,,3.208989714578725e-12,,129.8801638185978,7.001392916994519,1.0001464245542593,0.2393588423728943,0.00110196576861199,0.00015731336316093802,,,,7.891878817112286e-11,4.60518485567718e-08,5.650674665957922e-07,,,1.0941573168332663e-12,7.809425994764752e-08,,,3240.443608661424,1020.2573689990397,1610.2402556714237,9.863137875408865,2.2713244045985403e-13,0.00043088486293527237,0.015216689462249633,1.1524771137416678e-09,1.4005429742747212e-05,5.818026616033478e-12,1.0576112437993288,0.00022199995964911068
Warmworks,EOH1932,KY3,38.0,Stay at home parent,Unemployed/Benefits,"40,001 - 50,000",2020-07-24T00:00:00.000Z,Owner-Occupied,0.8,DE,3.0,23/08/2020,Warmworks,House,Detached,Suburban,1945-1964,C,2.0,3.0000000000000004,2.0,198.86,6.0,4.0,6.0,2.38,Cavity_No_insulation,Solid,Pitched,Double,Yes,Gas,Gas Boiler - Standard,Electric - Direct,,,0.0,0.0,1.0,No,No,193.19474730890943,377.30390352057293,2.257777750394576,7.591462543234229,1939.34674995963,956.5367303122039,0.2730456908000633,40.013964940444566,2.9011037446418775,No,No,Yes,Yes,HT_ASHP,,9506.315757752005,0.011801715564445203,281.3030969333323,12.003590404081624,2.044206573331612,No,,,,,,,3.0161232812097296,,2.1158324658293592e-12,,132.57533460855484,7.001135825368692,1.0001259770942852,0.21229160949587822,0.0009573264796927106,0.00013609421148430556,,,,5.745281334013086e-11,3.517715541079269e-08,4.496311873936065e-07,,,7.077857180556868e-13,6.078450098812027e-08,,,3237.364953163173,1019.7749494625161,1610.2376000391541,8.61966415242874,1.4373917366691108e-13,0.00034849722360604576,0.012882409464509692,8.655378080923981e-10,9.913736551681042e-06,3.962210334135241e-12,1.0515790428034961,0.00018723993525782134
Warmworks,EOH0446,EH46,67.0,Retired,Pensioner,Prefer not to say,2020-07-24T00:00:00.000Z,Owner-Occupied,36.0,DE,4.0,07/10/2020,Warmworks,House,Detached,Rural,Pre 1919,G,2.0,0.0,2.0,102.43,4.0,2.0,2.0,2.0028697532601654,Cavity_No_insulation,Solid,Pitched,Double,,,Fire - Gas,,,,0.0,0.0,0.0,Yes - Borehole,Yes,19265.0,378.66602500528097,2.257910583353136,7.6198794497177005,1939.8720248157624,956.7292140406498,0.29398645872825,40.01588508603163,2.901146960086189,Yes,Yes,Yes,Yes,GSHP,,9506.344863954426,0.013658845963391286,281.5544797416404,12.003830086484086,2.044756495789625,No,,,,,,,3.0173207386396825,,2.9023725697102654e-12,,133.75133350491524,7.001247004896868,1.0001363663977827,0.2098740078508854,0.001104051581933163,0.00015545035421382636,,,,7.249789657493011e-11,4.4964728829199885e-08,5.251550874163513e-07,,,9.17679235552804e-13,7.07376912600921e-08,,,3250.065357872378,1019.8552328050508,1610.2386958536995,9.191092946607387,1.890356767604226e-13,0.0004241010343594098,0.01436843831470469,1.027816387555447e-09,1.2988876279740327e-05,5.212033495766155e-12,1.052630742546171,0.0002161030406568898
Warmworks,EOH2262,EH32,50.0,Working Full time (>30hrs),Manager,"50,001+",2020-07-24T00:00:00.000Z,Owner-Occupied,16.0,AB,3.0,18/04/2021,Everwarm,House,Detached,Suburban,2001+,C,2.0,3.0000000000000004,2.0,157.07999999999998,7.0,4.0,6.999999999999999,2.41,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Standard,Fire - Wood,Water,Medium (131-170l),0.0,0.0,1.0,No,No,187.9033671131183,369.7025214014575,9.499999999999998,73.0,24014.0,4776.0,0.0,49.0,3.98,Yes,No,Yes,Yes,HT_ASHP,,9506.046517210352,0.004115039724098324,1537.23,18.0,5.0,Yes,29/07/2021,Everwarm,HT_ASHP,,Vaillant,VWL 125/6 A 230V S2,12.0,R290,0.0,Water_New,200.0,7.000731639622245,1.0,0.14435462653636932,17.0,0.0,,Low Noise Heat Pump,No,0.0,0.0,0.0,No,No,0.0,0.0,,No,17943.13,3572.208,1610.23,4599.79,1.4148878161484354e-14,0.00010313711431876982,0.004886074293608544,1.4957256266878716e-10,1.9220962396704344e-06,5.195732624523053e-13,2.0,0.0
Warmworks,EOH2890,EH17,67.0,Working Part time,Manager,"20,001 - 25,000",2020-07-24T00:00:00.000Z,Owner-Occupied,17.0,C2,2.0,24/08/2020,Everwarm,House,Detached,Suburban,1919-1944,E,2.0,0.0,2.0,145.14,5.0,6.980873346328736,5.000000000000001,2.8,Cavity_No_insulation,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,Fire - Gas,,,1.0,1.0,1.0,No,No,192.48887531546643,377.85489972808864,2.2578612498962864,7.577252644114196,1940.213161271182,956.7852302293177,0.26461120988751646,40.016054532898124,2.901048143552616,,,,,,,9506.344206134036,0.013307175531224402,281.2922201182088,12.003610641758423,2.044556769432966,No,,,,,,,3.0158022196264938,,2.579046568321197e-12,,133.63588005304337,7.001108847864089,1.0001266428444069,0.21445607766509056,0.001084363873815164,0.00015250883006956428,,,,6.610319236433071e-11,4.0479779528368454e-08,5.035208232584409e-07,,,7.858704464090704e-13,6.385781148310343e-08,,,3240.8795658159816,1019.5572910706233,1610.2389371333384,9.446846267195651,1.658342110551561e-13,0.00041252824439197866,0.013636208677780814,8.937797169039641e-10,1.1454514384201531e-05,4.477159094851135e-12,1.0528231551870704,0.00020415445669641485
